"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2"
"644",229409893574684,982,"R_1KjrZK9wyaht0Yi","female","Germany","<1'500€
<3'100CHF","middle school",1,3,1223,"R_1jOhygKAl2j4uoW",67,"<1'500€
<3'100CHF"
"645",229409893575711,2712,"R_1LAL7j18hL01vOi","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,2465,"R_2sd0O71oaITyESr",64,"2'500- 4'000€
<4'300- 5'899CHF"
"646",229409893575713,971,"R_1DGOdzvEE0oWumq","male","Germany","> 4'000€
>5'900 CHF","middle school",4,5,1014,"R_BPNp2XQkeuLUWf7",38,"2'500- 4'000€
<4'300- 5'899CHF"
"647",229409893575717,652,"R_1hK1qUhDfuk7Yp0","male","Germany","> 4'000€
>5'900 CHF","degree",3,2,417,"R_1EchG4dSmgBEi78",34,"> 4'000€
>5'900 CHF"
"648",229409893576757,1728,"R_3P4vZZJxsv3y8ED","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,1108,"R_1g7O48k1U9uzT2z",60,"<1'500- 2'499€
3'100-4'299CHF"
"649",229409893576768,688,"R_2TuahJYuP8wtEj0","male","Germany","> 4'000€
>5'900 CHF","degree",3,6,917,"R_3hrrjVoBCW5aVLN",50,"> 4'000€
>5'900 CHF"
"650",229409893577796,2971,"R_2PsPKIfHKvwwsud","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2506,"R_ughITdtEUaTrB2p",64,"<1'500- 2'499€
3'100-4'299CHF"
"651",229409893578856,1027,"R_1lsN4gAk00nyLx9","female","Germany","> 4'000€
>5'900 CHF","degree",4,6,717,"R_2sZMR3HZgebyC7G",33,"> 4'000€
>5'900 CHF"
"652",229409893578858,2678,"R_2uVd5DAlllIb4yK","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",3,8,1016,"R_1dE6NYfYNv1AkqG",55,"<1'500- 2'499€
3'100-4'299CHF"
"653",229409893579884,1014,"R_1LHIqhxg0jPLCyV","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,6,1055,"R_1DG6FuosURnedZn",63,"> 4'000€
>5'900 CHF"
"654",229409893579886,1377,"R_21ctbCYRWseYocx","female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,1697,"R_1dodXvys6NxgTR9",56,"> 4'000€
>5'900 CHF"
"655",229409893579891,573,"R_UDsCjKJeer9433H","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,7544,"R_7ODHVDRcHARyZ0d",32,"<1'500- 2'499€
3'100-4'299CHF"
"656",229409893579895,3852,"R_3iOMuOrAkAbtEJ2","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,1147,"R_3PMmGs7hhZ3d5jS",66,"2'500- 4'000€
<4'300- 5'899CHF"
"657",229409893579901,1125,"R_30qSrHlpc9HwawX","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,1075,"R_1ieQRxYeTzXFxyz",54,"2'500- 4'000€
<4'300- 5'899CHF"
"658",229409893580933,966,"R_3KBneCX9IEzrDZP","female","Germany","> 4'000€
>5'900 CHF","degree",2,6,914,"R_2B40DDGZ80mBEbc",35,"> 4'000€
>5'900 CHF"
"659",229409893580935,2625,"R_2pLCH6mq4wtcN0V","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,1709,"R_ymx6Nxld6yBQ1W1",63,"<1'500€
<3'100CHF"
"660",229409893580937,2096,"R_2ceymxYT85FoJCf","male","Germany","<1'500€
<3'100CHF","obligatory school",1,3,2935,"R_2V7V0A92aL8qxj3",60,"<1'500€
<3'100CHF"
"661",229409893580943,560,"R_2foMNPrTSlORSmT","female","Germany","<1'500€
<3'100CHF","degree",1,4,560,"R_3HnNy5J0bdL2Jlz",32,"<1'500€
<3'100CHF"
"662",229409893580944,1236,"R_O2PZhOdElLFKSFX","male","Germany","<1'500€
<3'100CHF","obligatory school",1,6,1431,"R_DvK8OBX8t71xJ9T",70,"<1'500€
<3'100CHF"
"663",229409893581983,453,"R_Xn7dPype7De6sal","female","Germany","> 4'000€
>5'900 CHF","middle school",2,5,764,"R_1mwk69pxL1g5RkM",50,"> 4'000€
>5'900 CHF"
"664",229409893581988,1341,"R_1LSfZXKQq13jmcJ","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,1572,"R_10pBdcRCpngqXjW",66,"<1'500- 2'499€
3'100-4'299CHF"
"665",229409893583024,1425,"R_78wNZOEKbYNeMIV","male","Germany","> 4'000€
>5'900 CHF","degree",4,4,1308,"R_1Q3M5DRW0wNEKbT",47,"> 4'000€
>5'900 CHF"
"666",229409893583029,1167,"R_cTIqJ8NjaDcKI5H","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,5,1296,"R_3ezb65bsiSAO8jm",66,"2'500- 4'000€
<4'300- 5'899CHF"
"667",229409893584063,796,"R_1q9PSDZi0bOYwbg","male","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1253,"R_1DGT0qcG0LbYVuv",49,"<1'500€
<3'100CHF"
"668",229409893584066,725,"R_2EGABATwmRGCMaX","male","Germany","<1'500€
<3'100CHF","degree",1,6,835,"R_2zMd9bkt5QQ0oyj",30,"<1'500€
<3'100CHF"
"669",229409893585116,3212,"R_XYxPFlYL5u6ZaRb","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,2258,"R_10rCK8WbpwFbUPC",69,"2'500- 4'000€
<4'300- 5'899CHF"
"670",229409893586946,717,"R_dan0hGQd3ZYyAj7","male","Germany","> 4'000€
>5'900 CHF","degree",2,6,711,"R_1eRCYskWSJa6ovm",38,"> 4'000€
>5'900 CHF"
"671",229409893587191,6240,"R_2t8SXAdPuIXSmEm","male","Germany","<1'500€
<3'100CHF","obligatory school",1,3,4397,"R_3F2swFsR2O01DGz",55,"<1'500€
<3'100CHF"
"672",229409893587194,654,"R_3mk3CS39VYERPJn","female","Germany","> 4'000€
>5'900 CHF","degree",2,8,772,"R_1NgER6kVSAaUKmK",55,"2'500- 4'000€
<4'300- 5'899CHF"
"673",229409893587973,13634,"R_2DMjCJGfAwhN96U","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,2289,"R_3D6L59mSw4oauWc",64,"2'500- 4'000€
<4'300- 5'899CHF"
"674",229409893587987,1140,"R_2t4EE7jZaISZD1M","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,5,874,"R_2ZOinPgmmbRwYkw",31,"2'500- 4'000€
<4'300- 5'899CHF"
"675",229409893589020,662,"R_3k012OMZ7fqwMMC","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,728,"R_AGaw5ajbGRzKpwZ",59,"<1'500€
<3'100CHF"
"676",229409893589022,546,"R_1Oq4EEg394DzG3F","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,998,"R_1luSpOlbn8ywCE3",51,"<1'500- 2'499€
3'100-4'299CHF"
"677",229409893589023,1878,"R_vVRnuMRGprX0NG1","male","Germany","> 4'000€
>5'900 CHF","degree",2,4,1927,"R_2uFsFqQJzrSQ0IV",69,"> 4'000€
>5'900 CHF"
"678",229409893589029,1363,"R_1PTVJyJDELkhvLL","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1660,"R_3HGnvl8ph4ituaK",68,"2'500- 4'000€
<4'300- 5'899CHF"
"679",229409893590059,1141,"R_2QVUziwTAw4pPAH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,4,1131,"R_2CvkYnM9LlK0p2G",70,"> 4'000€
>5'900 CHF"
"680",229409893590061,364,"R_1i8T0phSRcHYrRU","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,4236,"R_3OcTTRFn65t9sjZ",41,"2'500- 4'000€
<4'300- 5'899CHF"
"681",229409893590068,1213,"R_1Hksq3zVeGSWRP8","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,826,"R_2vbNKZTh6EbJ4kN",50,"<1'500- 2'499€
3'100-4'299CHF"
"682",229409893590069,1092,"R_3fT913iGhVJfLu9","female","Germany","> 4'000€
>5'900 CHF","degree",2,4,4184,"R_3fV6xhcxV8bOpff",58,"> 4'000€
>5'900 CHF"
"683",229409893592158,4990,"R_3rVglKGmU72rokw","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,3,1143,"R_3NUFJAjAEqShdxY",64,"2'500- 4'000€
<4'300- 5'899CHF"
"684",229409893594229,1767,"R_74e86G8WHpJ84Kt","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,1,2606,"R_3HNPwODsoAZSlnR",60,"<1'500- 2'499€
3'100-4'299CHF"
"685",229409893596306,463,"R_1QGShgXQ6HpLBeI","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,1,361,"R_wWPoUUFG9H9HNaV",60,"<1'500- 2'499€
3'100-4'299CHF"
"686",229409893597348,1118,"R_UAdBCN4Yr8bSg6d","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,2687,"R_3oACf4JerntqzmZ",55,"<1'500€
<3'100CHF"
"687",229409893597357,1078,"R_12lsW5LKCBOXjZ1","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,4,993,"R_1iaf4Aae3z5NeHz",62,"2'500- 4'000€
<4'300- 5'899CHF"
"688",229409893598399,1632,"R_2Ei8K9LjcjDieE9","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",3,5,2097,"R_3P7edDRGQnc2Fot",42,"<1'500- 2'499€
3'100-4'299CHF"
"689",229409893599427,378,"R_3DuWsXOXRqlPJNe","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,9,1973,"R_299MMOiAM0CwBhl",38,"<1'500- 2'499€
3'100-4'299CHF"
"690",229409893600486,1050,"R_OwXTYGT5v9Kwh0Z","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,6,887,"R_2CJps0uBujnODbe",66,"> 4'000€
>5'900 CHF"
"691",229409893601517,1195,"R_31i8IQNed13ckEX","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,1245,"R_2AQl8SZjeBihLpa",49,"<1'500€
<3'100CHF"
"692",229409893602310,1279,"R_3FJbQ5OqKHz10jE","female","Germany","> 4'000€
>5'900 CHF","obligatory school",5,7,1302,"R_1gtGpBozpmrbv6x",49,"> 4'000€
>5'900 CHF"
"693",229409893603348,3700,"R_29iyunHJ5FsrRr3","male","Germany","<1'500€
<3'100CHF","middle school",1,6,1516,"R_DkR6Ku8TUssOSel",46,"<1'500€
<3'100CHF"
"694",229409893605426,1129,"R_1Gy9AeUKqoHNGek","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1231,"R_2q3jFjpu8freoQG",54,"2'500- 4'000€
<4'300- 5'899CHF"
"695",229409893605428,445,"R_3KNgS70frh2DN4c","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,6,818,"R_2zUzyVhtV3dKJKr",40,"2'500- 4'000€
<4'300- 5'899CHF"
"696",229409893610648,1324,"R_reEFFdzp0pypgY1","male","Germany","> 4'000€
>5'900 CHF","degree",3,7,2514,"R_2PAMXQWMnCShnhv",69,"> 4'000€
>5'900 CHF"
"697",229409893611678,792,"R_ZfTrmuWaeRQvyQV","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,6,737,"R_1CftvhEnlM7DryY",33,"2'500- 4'000€
<4'300- 5'899CHF"
"698",229409893611680,2193,"R_1LGa0LGSDycaZxU","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1895,"R_20MCNf1iYVfsbyx",61,"<1'500- 2'499€
3'100-4'299CHF"
"699",229409893614809,877,"R_2ANL6TUtu4Hof3w","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,1394,"R_3PMDY8ouNSnNQBG",52,"> 4'000€
>5'900 CHF"
"700",229409893614812,1154,"R_VOwxgwGF00EjgMV","female","Germany","> 4'000€
>5'900 CHF","middle school",2,4,968,"R_2zD6fkfpFXgQBFe",32,"> 4'000€
>5'900 CHF"
"701",229409893614815,544,"R_28UI6S5JgZB4fRG","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",5,3,702,"R_2trlsJrfwYEN5I7",42,"2'500- 4'000€
<4'300- 5'899CHF"
"702",229409893616888,5289,"R_1kNUalF1JfvD9df","male","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",4,8,1080,"R_1g5agXpdJJ6BJpS",33,"2'500- 4'000€
<4'300- 5'899CHF"
"703",229409893616893,4094,"R_YXjZQPKE3SPGePf","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,7,2104,"R_2pWDY1aVJKk8Eky",66,"2'500- 4'000€
<4'300- 5'899CHF"
"704",229409893616894,7830,"R_30eFsgfHEfrbmWW","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1840,"R_ZEoQmdhCQs4tl1n",40,"<1'500- 2'499€
3'100-4'299CHF"
"705",229409893617680,6085,"R_2SJPRlqQcQIOxkn","male","Germany","> 4'000€
>5'900 CHF","degree",2,2,969,"R_1E9U1jO9sggxQfj",41,"> 4'000€
>5'900 CHF"
"706",229409893618718,697,"R_211ExatQUFTsnze","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,679,"R_1mQasv0eh7xOUsr",63,"<1'500- 2'499€
3'100-4'299CHF"
"707",229409893618721,931,"R_2U3LCDoc3EnfZ8j","female","Germany","<1'500€
<3'100CHF","obligatory school",1,5,823,"R_1EXckHTPL38e8I3",49,"<1'500€
<3'100CHF"
"708",229409893620798,664,"R_pEPV6o7TkeV9p0l","female","Germany","> 4'000€
>5'900 CHF","middle school",5,3,1692,"R_3nwTqszQ2yzvj5R",34,"> 4'000€
>5'900 CHF"
"709",229409893622879,1770,"R_vxm08CwJ1qMwza9","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,2352,"R_1CjS9gr2pSxsjzJ",69,"> 4'000€
>5'900 CHF"
"710",229409893632013,1002,"R_3iIladJJr4E5gnV","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,1686,"R_2f7EYCGtNOb2AiY",64,"<1'500- 2'499€
3'100-4'299CHF"
"711",229409893632253,2882,"R_bqGioHoW0f6cGIh","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",4,8,2648,"R_cAWFpV4t9ERsogh",35,"<1'500- 2'499€
3'100-4'299CHF"
"712",229409893633038,873,"R_2YKaOUszkWKFNei","male","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",2,4,584,"R_Tw1ucdf63mW2uel",69,"<1'500- 2'499€
3'100-4'299CHF"
"713",229409893634086,934,"R_2xUYwPj1A03RCX7","male","Germany","<1'500€
<3'100CHF","obligatory school",1,3,888,"R_2QRGPTuTFmph4Tw",66,"<1'500€
<3'100CHF"
"714",229409893635139,1087,"R_3DbyWbL363tVxyC","male","Germany","<1'500€
<3'100CHF","obligatory school",1,2,870,"R_rfM6dkaYGLT4AJr",56,"<1'500€
<3'100CHF"
"715",229409893636168,1365,"R_7ZMP1wBcsgidoid","female","Germany","> 4'000€
>5'900 CHF","obligatory school",3,6,836,"R_D2wSVaNAdIATDLX",43,"> 4'000€
>5'900 CHF"
"716",229409893636180,624,"R_1DpZ2imN1WBm1c6","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,7,697,"R_3GBwXjMcRyWH99O",32,"<1'500- 2'499€
3'100-4'299CHF"
"717",229409893637217,1153,"R_1hzJ87rgsFUNEvo","female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,1480,"R_1dGnuEDDeFDb6qd",34,"> 4'000€
>5'900 CHF"
"718",229409893638261,2487,"R_1l6jMovJICVjVnC","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,3032,"R_yNFLlTZwVxPBGYF",74,"<1'500- 2'499€
3'100-4'299CHF"
"719",229409893639303,1226,"R_3MALkdLiaRwrGpH","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,5,1037,"R_2e4CoHK76vvECIM",30,"> 4'000€
>5'900 CHF"
"720",229409893640352,2657,"R_3OodzFvOU2GqQkk","male","Germany","> 4'000€
>5'900 CHF","middle school",2,10,5428,"R_vB80xHW2znurhT3",46,"2'500- 4'000€
<4'300- 5'899CHF"
"721",229410206607464,918,"R_2tA4Z3u79YkHs3a","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,8,809,"R_0GLAzLpKzb2dj0t",32,"2'500- 4'000€
<4'300- 5'899CHF"
"722",229410206609516,1417,"R_25Sz5fHNDdvNDtK","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",5,6,625,"R_O6yvEF2xIRQ495D",29,"2'500- 4'000€
<4'300- 5'899CHF"
"723",229410206611574,718,"R_1qecDLDdCrYToMb","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,1060,"R_1C12fULwd6sARNr",52,"2'500- 4'000€
<4'300- 5'899CHF"
"724",229410206617741,625,"R_2hjRh8rlcPAgJEZ","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,9,794,"R_2s1p24MNKJ6pXqN",57,"<1'500€
<3'100CHF"
"725",229410206617743,1394,"R_PSVq7ZqvrwFP7G1","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,1087,"R_2659tYd3sAf0P87",54,"2'500- 4'000€
<4'300- 5'899CHF"
"726",229410206623901,2231,"R_3NwzI8dCblcz7jV","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,7,1580,"R_2s6gbEYqdZujizh",72,"<1'500- 2'499€
3'100-4'299CHF"
"727",229410206625953,1644,"R_qznfXzKUNxUQxJn","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1872,"R_22KwCvuwNgadkM1",76,"2'500- 4'000€
<4'300- 5'899CHF"
"728",229410206629043,907,"R_3oZsyLJXDsMjWiq","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,7,3316,"R_1o59gPx3PeNGzjI",31,"> 4'000€
>5'900 CHF"
"729",229410206629046,1244,"R_2aA1uQbxplArdVS","female","Switzerland","> 4'000€
>5'900 CHF","degree",3,4,8023,"R_5juCpAlJ647ENRT",66,"> 4'000€
>5'900 CHF"
"730",229410206632128,2780,"R_3UJccoWYQtbscJX","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",4,5,2073,"R_1DSURcJvOpaPjL4",48,"> 4'000€
>5'900 CHF"
"731",229410206636238,2958,"R_CZAnviMtBE31HVv","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,8,4794,"R_BWhUQvzCcNKa6Fb",41,"> 4'000€
>5'900 CHF"
"732",229410206638293,686,"R_2WNlAp3I3xzWHYg","female","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,6,638,"R_1gb6mTTQKwtfnyy",62,"> 4'000€
>5'900 CHF"
"733",229410206643426,495,"R_3dVWb8y2Jw8tFrk","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,4,1218,"R_27xmPUAjYoTlGbO",40,"> 4'000€
>5'900 CHF"
"734",229410206644455,1001,"R_2AS6r9rkhDs433r","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,1100,"R_269gcLFmULGPptO",65,"2'500- 4'000€
<4'300- 5'899CHF"
"735",229410206658574,2472,"R_3q87cmTulglHFwQ","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,1156,"R_268x0qErskNtjpo",63,"<1'500- 2'499€
3'100-4'299CHF"
"736",229410206661654,714,"R_3RmBbtpwmG8GnpU","male","Switzerland","> 4'000€
>5'900 CHF","degree",1,4,1118,"R_51PkHufroAjUffP",68,"> 4'000€
>5'900 CHF"
"737",229410206664732,1156,"R_TkhXPO6S8FurRMB","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",3,6,1198,"R_3KpGGIpTCeV26Qq",54,"<1'500- 2'499€
3'100-4'299CHF"
"738",229410206670888,1376,"R_2eWpeTRJpGlwVaj","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,1487,"R_1JRayd9wQa6dbuE",71,"2'500- 4'000€
<4'300- 5'899CHF"
"739",229410206679098,1317,"R_WuI3X35XEq2E1GN","female","Switzerland","> 4'000€
>5'900 CHF","degree",5,5,1076,"R_08pQbcqpFcnHu6Z",31,"> 4'000€
>5'900 CHF"
"740",229410206693467,6622,"R_3M4MHlRF1yGgnV6","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,4070,"R_2rAZ1Ka3wuVKPBW",55,"<1'500- 2'499€
3'100-4'299CHF"
"741",229410206696544,14635,"R_2WD4pFUT3BApAXg","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",5,3,9230,"R_3KQ41GktMjIY1UM",56,"> 4'000€
>5'900 CHF"
"742",229410206712958,482,"R_2QAtingAoMWthTU","male","Switzerland","> 4'000€
>5'900 CHF","no formal education",2,8,453,"R_V23ZLtupoLv5lMB",52,"> 4'000€
>5'900 CHF"
"743",229410206717064,1080,"R_Pwb2kF6ePfxnmwN","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,1039,"R_2zqhbgSs3QPYAx0",57,"2'500- 4'000€
<4'300- 5'899CHF"
"744",229410206763230,854,"R_3EaFN06P2NHS6bC","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,1354,"R_2ClkLRn8oBGXLKv",51,"<1'500- 2'499€
3'100-4'299CHF"
"745",229410206775296,16026,"R_3em2IQx1ybTeZrd","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,7,10409,"R_21adMr6FTICq8w7",36,"> 4'000€
>5'900 CHF"
"746",229410206780427,1487,"R_1i4KE9gxWSexZgC","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,2,2047,"R_4GWm9Ta9Kjzy2E9",67,"<1'500€
<3'100CHF"
"747",229410206789674,731,"R_2CWJaPOnrUPAZRO","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1389,"R_1cTvFzZh8rAXZLM",30,"> 4'000€
>5'900 CHF"
"748",229410206798905,1182,"R_2YGt7n3mGj55f4P","female","Switzerland","> 4'000€
>5'900 CHF","middle school",3,3,1373,"R_3nHJa8W4XzoQbm4",19,"> 4'000€
>5'900 CHF"
"749",229410206799933,1941,"R_1F3PAj954nj3vva","female","Switzerland","> 4'000€
>5'900 CHF","degree",4,4,332,"R_UGsN5aSGIQohETn",75,"> 4'000€
>5'900 CHF"
"750",229410206821485,975,"R_QaG65HnOVSWti49","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,10,1093,"R_YbG31hgYbU9O8HT",45,"2'500- 4'000€
<4'300- 5'899CHF"
"751",229410206849208,1679,"R_1If2GBOEhVw5Y6B","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,4,1162,"R_2thAxw4OJlnEKbT",20,"2'500- 4'000€
<4'300- 5'899CHF"
"752",229410206856398,633,"R_3L5dKXTyGrFzFXF","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,5,563,"R_TjiLF7QjzZx58Ax",29,"> 4'000€
>5'900 CHF"
"753",229410206863586,4185,"R_3OcYunjrJOatDOG","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,957,"R_1jMMgQWaTF17FdD",30,"> 4'000€
>5'900 CHF"
"754",229410206882844,681,"R_1N8HwagzMCohesg","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,6,1071,"R_2qfRClOFBxZsnnR",43,"> 4'000€
>5'900 CHF"
"755",229410206920832,650,"R_2uvSqtaaejVVsSq","male","Switzerland","> 4'000€
>5'900 CHF","middle school",3,2,617,"R_3J2uLwrjXaDP7ht",47,"> 4'000€
>5'900 CHF"
"756",229410206924938,268,"R_saEufT8Fz6GNleN","male","Switzerland","> 4'000€
>5'900 CHF","no formal education",3,9,586,"R_3oTxjZRLervWm86",20,"> 4'000€
>5'900 CHF"
"757",229410206959843,442,"R_UShnbGip6uvjizD","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,464,"R_1pE6ArVUGuyvRRO",20,"> 4'000€
>5'900 CHF"
"758",229410206981135,701,"R_DSELwlHLoyxJU2Z","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,940,"R_2uyAjmplIniR3LB",35,"2'500- 4'000€
<4'300- 5'899CHF"
"759",229410207028326,1403,"R_zUp4r21sdBeUeTT","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,10,297,"R_r2LYrpTImTcbh4Z",33,"> 4'000€
>5'900 CHF"
"760",229410207067333,1334,"R_2tqWuHdLJpCVjoh","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,1878,"R_3gYIjoJuMp5WMCS",73,"<1'500- 2'499€
3'100-4'299CHF"
"761",229410207199454,511,"R_1QAYO8t7hFR1nXp","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,8,508,"R_4THnRrSaFkyGZoJ",31,"2'500- 4'000€
<4'300- 5'899CHF"
"762",229410207207669,1145,"R_27paz7ivFJBQEwk","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,7,980,"R_2YKwMWQVUVMr2UE",31,"2'500- 4'000€
<4'300- 5'899CHF"
"763",229410207311898,1471,"R_2bUdU71myo1l20P","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,4,1070,"R_3eagtAH5SJ1436B",46,"> 4'000€
>5'900 CHF"
"764",229410207337591,1296,"R_RDKEg3cbejfPs8F","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,4,746,"R_28CZFXMZNeee8Tb",20,"> 4'000€
>5'900 CHF"
"765",229410207341703,2093,"R_2QmmNeJLwl06yxm","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",5,5,1555,"R_UfM3vqPCw8zV58l",47,"2'500- 4'000€
<4'300- 5'899CHF"
"766",229410207359174,1259,"R_egnqheae6DqhOVP","female","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,2314,"R_291bVqvQIw7Pthf",27,"> 4'000€
>5'900 CHF"
"767",229410207373567,1062,"R_VQFLZEC2uZrS2vn","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,895,"R_1j7oxMkWVP5NSpt",57,"> 4'000€
>5'900 CHF"
"768",229410207386673,474,"R_2wAov5GhIgEo93C","female","Switzerland","> 4'000€
>5'900 CHF","middle school",3,8,1116,"R_1qfwYSQzryaZPRf",23,"> 4'000€
>5'900 CHF"
"769",229410207386675,837,"R_1Isk7x4MMVzR6oS","female","Switzerland","<1'500€
<3'100CHF","obligatory school",4,4,1092,"R_2EzrxrOnJkcxDmK",40,"<1'500- 2'499€
3'100-4'299CHF"
"770",229410207387704,520,"R_1E5LWuXxOFnZ22u","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,6,986,"R_2t6gsbj971toTnS",27,"<1'500€
<3'100CHF"
"771",229410207402117,2788,"R_3Eo4jX1Nnqba5Fj","male","Switzerland","> 4'000€
>5'900 CHF","degree",4,4,938,"R_12FvkBHjq90xjcH",45,"> 4'000€
>5'900 CHF"
"772",229410207404169,1663,"R_6W0EW3x1y8fjSX7","male","Switzerland","> 4'000€
>5'900 CHF","degree",5,9,1190,"R_wNNGSTRMiJnLG8h",25,"> 4'000€
>5'900 CHF"
